YYYY,MM,DD,TMAX,TMIN,PRCP,SNOW,SNWD
1993,06,27,   39.8,   26.2,-9999.0,-9999.0,-9999.0
1993,06,28,   41.2,   26.0,-9999.0,-9999.0,-9999.0
1993,06,29,   43.3,   26.9,-9999.0,-9999.0,-9999.0
1993,06,30,   45.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,07,01,   39.4,   26.4,-9999.0,-9999.0,-9999.0
1993,07,02,   40.0,   25.7,-9999.0,-9999.0,-9999.0
1993,07,03,   40.5,   26.8,-9999.0,-9999.0,-9999.0
1993,07,04,   40.5,   28.4,-9999.0,-9999.0,-9999.0
1993,07,05,   37.0,   27.4,-9999.0,-9999.0,-9999.0
1993,07,06,   38.6,   28.3,-9999.0,-9999.0,-9999.0
1993,07,07,   36.5,-9999.0,-9999.0,-9999.0,-9999.0
1993,07,08,   39.0,-9999.0,-9999.0,-9999.0,-9999.0
1993,07,09,   42.4,   27.7,-9999.0,-9999.0,-9999.0
1993,07,10,   39.7,   27.6,-9999.0,-9999.0,-9999.0
1993,07,11,   41.7,   25.8,-9999.0,-9999.0,-9999.0
1993,07,12,   42.7,   28.1,-9999.0,-9999.0,-9999.0
1993,07,13,-9999.0,   27.8,-9999.0,-9999.0,-9999.0
1993,07,14,   36.7,   28.3,-9999.0,-9999.0,-9999.0
1993,07,15,   38.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,07,17,   38.5,   30.9,-9999.0,-9999.0,-9999.0
1993,07,18,   44.8,   31.6,-9999.0,-9999.0,-9999.0
1993,07,20,   43.6,   31.6,-9999.0,-9999.0,-9999.0
1993,07,21,   43.9,-9999.0,-9999.0,-9999.0,-9999.0
1993,07,22,   40.0,   29.5,-9999.0,-9999.0,-9999.0
1993,07,23,-9999.0,   28.7,-9999.0,-9999.0,-9999.0
1993,07,25,   40.7,   31.6,-9999.0,-9999.0,-9999.0
1993,07,26,   42.0,   31.6,-9999.0,-9999.0,-9999.0
1993,07,27,   41.4,   31.0,-9999.0,-9999.0,-9999.0
1993,07,28,   43.0,   30.0,-9999.0,-9999.0,-9999.0
1993,07,29,   44.4,   32.5,-9999.0,-9999.0,-9999.0
1993,07,30,   46.0,   30.4,-9999.0,-9999.0,-9999.0
1993,07,31,   40.2,   30.8,-9999.0,-9999.0,-9999.0
1993,08,01,   42.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,08,02,   41.1,   29.1,-9999.0,-9999.0,-9999.0
1993,08,04,   44.9,   30.2,-9999.0,-9999.0,-9999.0
1993,08,05,   43.6,   30.8,-9999.0,-9999.0,-9999.0
1993,08,06,   43.3,   30.3,-9999.0,-9999.0,-9999.0
1993,08,07,   42.6,   31.4,-9999.0,-9999.0,-9999.0
1993,08,08,   40.2,-9999.0,-9999.0,-9999.0,-9999.0
1993,08,09,   41.2,   29.2,-9999.0,-9999.0,-9999.0
1993,08,10,-9999.0,   29.6,-9999.0,-9999.0,-9999.0
1993,08,11,   41.3,   29.4,-9999.0,-9999.0,-9999.0
1993,08,12,   42.3,   30.6,-9999.0,-9999.0,-9999.0
1993,08,13,   38.1,-9999.0,-9999.0,-9999.0,-9999.0
1993,08,14,   37.8,   28.7,-9999.0,-9999.0,-9999.0
1993,08,15,   37.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,08,16,   40.7,   30.9,-9999.0,-9999.0,-9999.0
1993,08,17,   43.9,   28.9,-9999.0,-9999.0,-9999.0
1993,08,18,   43.8,   30.5,-9999.0,-9999.0,-9999.0
1993,08,19,   38.0,   28.5,-9999.0,-9999.0,-9999.0
1993,08,20,   38.4,   29.4,-9999.0,-9999.0,-9999.0
1993,08,21,   42.4,   27.3,-9999.0,-9999.0,-9999.0
1993,08,22,   41.2,-9999.0,-9999.0,-9999.0,-9999.0
1993,08,23,   39.8,   26.5,-9999.0,-9999.0,-9999.0
1993,08,24,   40.8,   26.3,-9999.0,-9999.0,-9999.0
1993,08,25,   43.3,   28.5,-9999.0,-9999.0,-9999.0
1993,08,26,   44.9,   28.9,-9999.0,-9999.0,-9999.0
1993,08,27,   43.8,   30.4,-9999.0,-9999.0,-9999.0
1993,08,28,   41.3,   29.8,-9999.0,-9999.0,-9999.0
1993,08,29,   40.2,   28.7,-9999.0,-9999.0,-9999.0
1993,08,30,   41.5,   27.6,-9999.0,-9999.0,-9999.0
1993,08,31,   39.6,   28.3,-9999.0,-9999.0,-9999.0
1993,09,01,   39.3,   29.4,-9999.0,-9999.0,-9999.0
1993,09,02,   40.0,   30.4,-9999.0,-9999.0,-9999.0
1993,09,03,   38.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,04,   38.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,05,   38.8,   29.6,-9999.0,-9999.0,-9999.0
1993,09,06,   40.2,   29.3,-9999.0,-9999.0,-9999.0
1993,09,07,   36.8,   30.5,-9999.0,-9999.0,-9999.0
1993,09,08,   40.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,09,   41.3,   28.6,-9999.0,-9999.0,-9999.0
1993,09,10,-9999.0,   28.9,-9999.0,-9999.0,-9999.0
1993,09,11,   39.1,   29.4,-9999.0,-9999.0,-9999.0
1993,09,12,   36.6,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,13,   39.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,14,   43.1,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,15,   42.2,   26.9,-9999.0,-9999.0,-9999.0
1993,09,16,   40.2,   27.0,-9999.0,-9999.0,-9999.0
1993,09,17,-9999.0,   26.5,-9999.0,-9999.0,-9999.0
1993,09,18,   37.2,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,19,   37.8,   27.0,-9999.0,-9999.0,-9999.0
1993,09,20,   37.2,   25.9,-9999.0,-9999.0,-9999.0
1993,09,21,   38.9,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,22,   39.9,   25.6,-9999.0,-9999.0,-9999.0
1993,09,23,   35.6,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,24,   38.1,   27.9,-9999.0,-9999.0,-9999.0
1993,09,25,   40.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,26,   41.1,   25.5,-9999.0,-9999.0,-9999.0
1993,09,27,   40.9,   24.2,-9999.0,-9999.0,-9999.0
1993,09,28,   38.2,-9999.0,-9999.0,-9999.0,-9999.0
1993,09,29,   37.3,   27.7,-9999.0,-9999.0,-9999.0
1993,09,30,   37.4,   25.9,-9999.0,-9999.0,-9999.0
1993,10,01,   38.1,   26.1,-9999.0,-9999.0,-9999.0
1993,10,02,-9999.0,   26.3,-9999.0,-9999.0,-9999.0
1993,10,03,   38.7,   26.4,-9999.0,-9999.0,-9999.0
1993,10,04,-9999.0,   25.4,-9999.0,-9999.0,-9999.0
1993,10,05,   35.2,   26.7,-9999.0,-9999.0,-9999.0
1993,10,06,-9999.0,   25.4,-9999.0,-9999.0,-9999.0
1993,10,07,   35.7,   24.5,-9999.0,-9999.0,-9999.0
1993,10,10,   35.2,   23.6,-9999.0,-9999.0,-9999.0
1993,10,11,   36.8,   21.7,-9999.0,-9999.0,-9999.0
1993,10,12,   34.2,   23.7,-9999.0,-9999.0,-9999.0
1993,10,13,   36.2,   24.4,-9999.0,-9999.0,-9999.0
1993,10,14,   33.9,   25.0,-9999.0,-9999.0,-9999.0
1993,10,16,-9999.0,   21.9,-9999.0,-9999.0,-9999.0
1993,10,17,   37.1,   22.3,-9999.0,-9999.0,-9999.0
1993,10,18,   39.2,   21.4,-9999.0,-9999.0,-9999.0
1993,10,19,   38.4,-9999.0,-9999.0,-9999.0,-9999.0
1993,10,20,   36.1,   20.0,-9999.0,-9999.0,-9999.0
1993,10,21,   37.2,   20.2,-9999.0,-9999.0,-9999.0
1993,10,22,   37.3,   19.4,-9999.0,-9999.0,-9999.0
1993,10,23,   34.2,   19.7,-9999.0,-9999.0,-9999.0
1993,10,24,   34.7,   20.9,   32.0,-9999.0,-9999.0
1993,10,25,   36.6,   19.7,    0.0,-9999.0,-9999.0
1993,10,26,   34.3,   20.0,-9999.0,-9999.0,-9999.0
1993,10,27,   33.7,   21.1,-9999.0,-9999.0,-9999.0
1993,10,28,   33.0,   22.8,-9999.0,-9999.0,-9999.0
1993,10,29,   34.8,   23.2,-9999.0,-9999.0,-9999.0
1993,10,30,   33.9,   22.6,-9999.0,-9999.0,-9999.0
1993,10,31,   35.1,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,01,   35.6,   22.3,-9999.0,-9999.0,-9999.0
1993,11,02,   34.3,   20.7,-9999.0,-9999.0,-9999.0
1993,11,03,   32.5,   22.3,-9999.0,-9999.0,-9999.0
1993,11,04,   32.2,   22.9,-9999.0,-9999.0,-9999.0
1993,11,05,   33.6,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,06,   32.8,   23.2,-9999.0,-9999.0,-9999.0
1993,11,07,   32.1,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,08,   30.1,   20.9,-9999.0,-9999.0,-9999.0
1993,11,09,   31.3,   20.8,-9999.0,-9999.0,-9999.0
1993,11,10,   31.6,   21.5,-9999.0,-9999.0,-9999.0
1993,11,11,   33.7,   21.3,-9999.0,-9999.0,-9999.0
1993,11,12,-9999.0,   21.8,-9999.0,-9999.0,-9999.0
1993,11,13,   32.5,   21.2,-9999.0,-9999.0,-9999.0
1993,11,14,   30.5,   21.4,-9999.0,-9999.0,-9999.0
1993,11,15,   29.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,16,   29.3,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,17,   28.6,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,18,   28.1,   18.6,-9999.0,-9999.0,-9999.0
1993,11,19,   28.5,   18.6,-9999.0,-9999.0,-9999.0
1993,11,20,   30.2,   16.5,-9999.0,-9999.0,-9999.0
1993,11,21,   29.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,22,   29.0,   16.5,-9999.0,-9999.0,-9999.0
1993,11,23,   30.6,   16.6,-9999.0,-9999.0,-9999.0
1993,11,24,   30.3,   16.2,-9999.0,-9999.0,-9999.0
1993,11,25,   30.3,   15.9,-9999.0,-9999.0,-9999.0
1993,11,26,   28.9,   16.0,-9999.0,-9999.0,-9999.0
1993,11,27,   28.4,-9999.0,-9999.0,-9999.0,-9999.0
1993,11,28,   28.4,   17.3,-9999.0,-9999.0,-9999.0
1993,11,29,   28.3,   18.2,-9999.0,-9999.0,-9999.0
1993,11,30,   27.0,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,01,   27.3,   17.8,-9999.0,-9999.0,-9999.0
1993,12,02,-9999.0,   16.3,-9999.0,-9999.0,-9999.0
1993,12,03,   26.9,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,04,   27.7,   17.5,-9999.0,-9999.0,-9999.0
1993,12,05,   27.6,   18.3,-9999.0,-9999.0,-9999.0
1993,12,06,   27.5,-9999.0,    0.5,-9999.0,-9999.0
1993,12,07,-9999.0,-9999.0,    0.0,-9999.0,-9999.0
1993,12,08,   29.0,   15.3,-9999.0,-9999.0,-9999.0
1993,12,09,   27.1,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,10,   26.2,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,11,   26.9,   15.3,-9999.0,-9999.0,-9999.0
1993,12,12,   26.8,   15.2,-9999.0,-9999.0,-9999.0
1993,12,13,   29.4,   15.0,-9999.0,-9999.0,-9999.0
1993,12,14,   28.8,   16.3,-9999.0,-9999.0,-9999.0
1993,12,15,   26.7,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,16,   26.7,   15.8,-9999.0,-9999.0,-9999.0
1993,12,17,   25.0,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,18,   24.8,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,19,   25.6,   14.4,-9999.0,-9999.0,-9999.0
1993,12,20,-9999.0,   14.6,-9999.0,-9999.0,-9999.0
1993,12,21,   25.4,   15.8,-9999.0,-9999.0,-9999.0
1993,12,22,   25.5,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,23,   26.9,   14.8,-9999.0,-9999.0,-9999.0
1993,12,24,   28.4,   17.8,-9999.0,-9999.0,-9999.0
1993,12,25,   26.5,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,26,-9999.0,   14.8,-9999.0,-9999.0,-9999.0
1993,12,27,   26.1,   15.8,-9999.0,-9999.0,-9999.0
1993,12,28,   26.8,   15.8,-9999.0,-9999.0,-9999.0
1993,12,29,   26.3,   15.6,-9999.0,-9999.0,-9999.0
1993,12,30,   26.5,-9999.0,-9999.0,-9999.0,-9999.0
1993,12,31,-9999.0,   15.8,-9999.0,-9999.0,-9999.0
1994,01,02,   26.6,   16.9,-9999.0,-9999.0,-9999.0
1994,01,03,   27.5,   14.5,-9999.0,-9999.0,-9999.0
1994,01,04,   28.9,   14.1,-9999.0,-9999.0,-9999.0
1994,01,05,   28.2,   13.9,-9999.0,-9999.0,-9999.0
1994,01,06,   25.5,   16.4,-9999.0,-9999.0,-9999.0
1994,01,07,   24.3,   16.4,-9999.0,-9999.0,-9999.0
1994,01,08,   24.0,   14.8,-9999.0,-9999.0,-9999.0
1994,01,09,-9999.0,   15.3,-9999.0,-9999.0,-9999.0
1994,01,10,   24.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,01,11,   24.9,   11.9,-9999.0,-9999.0,-9999.0
1994,01,12,-9999.0,   10.5,-9999.0,-9999.0,-9999.0
1994,01,13,   24.6,   12.6,-9999.0,-9999.0,-9999.0
1994,01,14,-9999.0,   14.4,-9999.0,-9999.0,-9999.0
1994,01,15,   27.2,   13.2,-9999.0,-9999.0,-9999.0
1994,01,16,-9999.0,   13.4,-9999.0,-9999.0,-9999.0
1994,01,17,-9999.0,   16.0,-9999.0,-9999.0,-9999.0
1994,01,18,   24.0,-9999.0,-9999.0,-9999.0,-9999.0
1994,01,19,   26.4,   13.5,-9999.0,-9999.0,-9999.0
1994,01,20,   26.7,   14.4,-9999.0,-9999.0,-9999.0
1994,01,21,   23.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,01,22,-9999.0,   13.2,-9999.0,-9999.0,-9999.0
1994,01,23,   25.7,   12.6,-9999.0,-9999.0,-9999.0
1994,01,24,   23.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,01,25,   21.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,01,26,   23.0,   12.6,-9999.0,-9999.0,-9999.0
1994,01,27,   23.1,   15.0,-9999.0,-9999.0,-9999.0
1994,01,28,-9999.0,   12.4,-9999.0,-9999.0,-9999.0
1994,01,29,   26.4,   12.2,-9999.0,-9999.0,-9999.0
1994,01,30,   24.5,   12.9,-9999.0,-9999.0,-9999.0
1994,01,31,   26.4,   15.4,-9999.0,-9999.0,-9999.0
1994,02,01,   27.1,   15.6,-9999.0,-9999.0,-9999.0
1994,02,02,   25.0,   16.4,-9999.0,-9999.0,-9999.0
1994,02,03,   24.1,   15.2,-9999.0,-9999.0,-9999.0
1994,02,04,   22.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,05,   22.9,   15.0,-9999.0,-9999.0,-9999.0
1994,02,06,   22.6,   13.8,-9999.0,-9999.0,-9999.0
1994,02,07,   22.0,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,08,   23.1,   12.9,-9999.0,-9999.0,-9999.0
1994,02,09,   21.9,   11.6,-9999.0,-9999.0,-9999.0
1994,02,10,   23.3,   11.9,-9999.0,-9999.0,-9999.0
1994,02,11,   23.9,   13.0,-9999.0,-9999.0,-9999.0
1994,02,12,   26.1,   11.8,-9999.0,-9999.0,-9999.0
1994,02,13,   24.7,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,14,   23.8,   12.6,-9999.0,-9999.0,-9999.0
1994,02,15,   24.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,16,   23.8,   12.7,-9999.0,-9999.0,-9999.0
1994,02,17,   23.5,   11.8,-9999.0,-9999.0,-9999.0
1994,02,18,   25.0,   14.7,-9999.0,-9999.0,-9999.0
1994,02,19,   21.3,   17.0,-9999.0,-9999.0,-9999.0
1994,02,20,   22.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,21,   23.4,   11.3,-9999.0,-9999.0,-9999.0
1994,02,22,   24.8,   12.3,-9999.0,-9999.0,-9999.0
1994,02,23,   30.6,   13.5,-9999.0,-9999.0,-9999.0
1994,02,24,   31.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,25,   24.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,02,26,   24.2,   13.6,-9999.0,-9999.0,-9999.0
1994,02,27,-9999.0,   12.3,-9999.0,-9999.0,-9999.0
1994,02,28,   29.5,   16.5,-9999.0,-9999.0,-9999.0
1994,03,01,   30.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,02,   23.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,03,   23.7,   14.0,-9999.0,-9999.0,-9999.0
1994,03,04,   24.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,05,   25.3,   14.0,-9999.0,-9999.0,-9999.0
1994,03,08,-9999.0,   20.6,-9999.0,-9999.0,-9999.0
1994,03,09,   35.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,10,   31.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,11,   35.8,   20.7,-9999.0,-9999.0,-9999.0
1994,03,12,   34.3,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,13,   27.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,14,   27.5,   18.3,-9999.0,-9999.0,-9999.0
1994,03,15,   28.4,   19.1,-9999.0,-9999.0,-9999.0
1994,03,16,-9999.0,   18.4,-9999.0,-9999.0,-9999.0
1994,03,17,   22.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,18,   24.0,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,19,   25.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,20,   27.7,   14.7,-9999.0,-9999.0,-9999.0
1994,03,21,-9999.0,   16.9,-9999.0,-9999.0,-9999.0
1994,03,22,   27.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,23,   31.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,24,-9999.0,   20.2,-9999.0,-9999.0,-9999.0
1994,03,25,   30.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,26,   32.2,   24.0,-9999.0,-9999.0,-9999.0
1994,03,27,   30.0,   23.0,-9999.0,-9999.0,-9999.0
1994,03,28,   25.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,29,   25.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,03,30,   27.9,   15.4,-9999.0,-9999.0,-9999.0
1994,03,31,   30.1,   16.0,-9999.0,-9999.0,-9999.0
1994,04,01,   33.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,02,   35.3,   20.6,-9999.0,-9999.0,-9999.0
1994,04,03,   29.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,04,   27.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,05,   27.2,   16.6,-9999.0,-9999.0,-9999.0
1994,04,06,   34.5,   20.9,-9999.0,-9999.0,-9999.0
1994,04,07,   32.1,   19.8,-9999.0,-9999.0,-9999.0
1994,04,08,   33.0,   20.0,-9999.0,-9999.0,-9999.0
1994,04,09,-9999.0,   20.4,-9999.0,-9999.0,-9999.0
1994,04,10,   31.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,11,-9999.0,   20.7,-9999.0,-9999.0,-9999.0
1994,04,12,   28.9,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,13,   29.0,   17.8,-9999.0,-9999.0,-9999.0
1994,04,14,-9999.0,   18.1,-9999.0,-9999.0,-9999.0
1994,04,15,   33.5,   17.1,-9999.0,-9999.0,-9999.0
1994,04,16,   31.2,   18.1,-9999.0,-9999.0,-9999.0
1994,04,17,   32.8,   23.6,-9999.0,-9999.0,-9999.0
1994,04,18,   30.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,19,   31.3,   20.4,-9999.0,-9999.0,-9999.0
1994,04,20,   29.3,   20.9,-9999.0,-9999.0,-9999.0
1994,04,21,   30.6,   19.7,-9999.0,-9999.0,-9999.0
1994,04,22,   32.7,   20.2,-9999.0,-9999.0,-9999.0
1994,04,23,   33.7,   21.0,-9999.0,-9999.0,-9999.0
1994,04,24,-9999.0,   20.2,-9999.0,-9999.0,-9999.0
1994,04,25,   36.3,   21.6,-9999.0,-9999.0,-9999.0
1994,04,26,   39.3,   21.9,-9999.0,-9999.0,-9999.0
1994,04,27,   40.5,   21.5,-9999.0,-9999.0,-9999.0
1994,04,28,   42.3,   24.3,-9999.0,-9999.0,-9999.0
1994,04,29,   37.9,-9999.0,-9999.0,-9999.0,-9999.0
1994,04,30,   38.0,   20.3,-9999.0,-9999.0,-9999.0
1994,05,01,   40.9,   22.7,-9999.0,-9999.0,-9999.0
1994,05,02,   37.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,03,   39.3,   23.6,-9999.0,-9999.0,-9999.0
1994,05,04,   40.2,   25.5,-9999.0,-9999.0,-9999.0
1994,05,05,   41.6,   28.2,-9999.0,-9999.0,-9999.0
1994,05,06,   43.1,   29.3,-9999.0,-9999.0,-9999.0
1994,05,07,   40.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,08,   38.2,   26.2,-9999.0,-9999.0,-9999.0
1994,05,09,   37.9,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,10,   36.5,   28.7,-9999.0,-9999.0,-9999.0
1994,05,12,   32.0,   21.2,-9999.0,-9999.0,-9999.0
1994,05,14,-9999.0,   22.7,-9999.0,-9999.0,-9999.0
1994,05,15,   40.4,   25.5,-9999.0,-9999.0,-9999.0
1994,05,16,-9999.0,   24.5,-9999.0,-9999.0,-9999.0
1994,05,17,-9999.0,   24.6,-9999.0,-9999.0,-9999.0
1994,05,18,   33.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,19,   33.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,20,   33.2,   23.6,-9999.0,-9999.0,-9999.0
1994,05,21,   33.6,-9999.0,   23.9,-9999.0,-9999.0
1994,05,22,   34.6,   21.8,    0.0,-9999.0,-9999.0
1994,05,23,   35.8,   23.7,-9999.0,-9999.0,-9999.0
1994,05,24,   34.2,   24.0,   50.0,-9999.0,-9999.0
1994,05,25,   37.6,-9999.0,    0.0,-9999.0,-9999.0
1994,05,26,   35.7,-9999.0,-9999.0,-9999.0,-9999.0
1994,05,27,   35.7,   25.9,-9999.0,-9999.0,-9999.0
1994,05,28,   35.1,   25.1,-9999.0,-9999.0,-9999.0
1994,05,29,   37.4,   25.8,-9999.0,-9999.0,-9999.0
1994,05,30,   38.2,   26.9,-9999.0,-9999.0,-9999.0
1994,05,31,   42.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,01,   41.7,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,02,   41.4,   26.6,-9999.0,-9999.0,-9999.0
1994,06,03,   40.7,   27.0,-9999.0,-9999.0,-9999.0
1994,06,04,-9999.0,   27.2,-9999.0,-9999.0,-9999.0
1994,06,05,   38.7,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,06,   35.8,   25.3,-9999.0,-9999.0,-9999.0
1994,06,07,   35.2,   23.9,-9999.0,-9999.0,-9999.0
1994,06,08,   37.0,   24.5,-9999.0,-9999.0,-9999.0
1994,06,09,   42.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,10,   40.1,   29.9,-9999.0,-9999.0,-9999.0
1994,06,11,   39.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,12,-9999.0,   26.9,-9999.0,-9999.0,-9999.0
1994,06,13,   37.6,   26.9,-9999.0,-9999.0,-9999.0
1994,06,14,   36.5,   25.9,-9999.0,-9999.0,-9999.0
1994,06,15,   41.5,   26.2,-9999.0,-9999.0,-9999.0
1994,06,16,   41.1,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,17,   38.5,   28.1,-9999.0,-9999.0,-9999.0
1994,06,19,   37.5,   27.7,-9999.0,-9999.0,-9999.0
1994,06,20,   39.7,   27.2,-9999.0,-9999.0,-9999.0
1994,06,21,   42.0,   26.1,-9999.0,-9999.0,-9999.0
1994,06,22,   40.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,23,   38.4,   28.0,-9999.0,-9999.0,-9999.0
1994,06,24,   36.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,25,   37.3,   25.3,-9999.0,-9999.0,-9999.0
1994,06,26,   40.2,   28.6,-9999.0,-9999.0,-9999.0
1994,06,27,   42.6,   27.6,-9999.0,-9999.0,-9999.0
1994,06,28,   40.8,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,29,   37.0,-9999.0,-9999.0,-9999.0,-9999.0
1994,06,30,   35.2,   25.3,-9999.0,-9999.0,-9999.0
1994,07,01,   34.7,   26.0,-9999.0,-9999.0,-9999.0
1994,07,03,   38.1,   27.5,-9999.0,-9999.0,-9999.0
1994,07,04,   38.0,   29.7,-9999.0,-9999.0,-9999.0
1994,07,05,   42.7,   33.0,-9999.0,-9999.0,-9999.0
1994,07,06,   40.1,   32.0,-9999.0,-9999.0,-9999.0
1994,07,07,   40.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,08,   40.0,   31.0,-9999.0,-9999.0,-9999.0
1994,07,09,   38.3,   29.0,-9999.0,-9999.0,-9999.0
1994,07,10,   38.4,   29.0,-9999.0,-9999.0,-9999.0
1994,07,11,   37.1,   28.6,-9999.0,-9999.0,-9999.0
1994,07,12,   38.9,   29.4,-9999.0,-9999.0,-9999.0
1994,07,13,   41.1,   30.6,-9999.0,-9999.0,-9999.0
1994,07,14,   40.3,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,15,-9999.0,   30.2,-9999.0,-9999.0,-9999.0
1994,07,16,-9999.0,   31.3,-9999.0,-9999.0,-9999.0
1994,07,17,   37.4,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,18,   42.6,   31.9,-9999.0,-9999.0,-9999.0
1994,07,20,   38.6,   30.7,-9999.0,-9999.0,-9999.0
1994,07,22,-9999.0,   28.5,-9999.0,-9999.0,-9999.0
1994,07,23,   36.1,   28.9,-9999.0,-9999.0,-9999.0
1994,07,24,   38.9,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,25,   39.6,   31.6,-9999.0,-9999.0,-9999.0
1994,07,26,   39.9,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,27,   42.5,   28.9,-9999.0,-9999.0,-9999.0
1994,07,28,   37.2,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,29,   37.6,-9999.0,-9999.0,-9999.0,-9999.0
1994,07,30,   39.0,   29.5,-9999.0,-9999.0,-9999.0
1994,07,31,   39.2,   28.9,-9999.0,-9999.0,-9999.0
1994,08,01,   36.7,-9999.0,-9999.0,-9999.0,-9999.0
1994,08,02,-9999.0,   28.5,-9999.0,-9999.0,-9999.0
1994,08,03,   36.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,08,04,   37.5,   30.8,-9999.0,-9999.0,-9999.0
1994,08,05,   41.5,   30.2,-9999.0,-9999.0,-9999.0
1994,08,06,   42.8,   32.5,-9999.0,-9999.0,-9999.0
1994,08,07,-9999.0,   32.7,-9999.0,-9999.0,-9999.0
1994,08,08,   41.5,-9999.0,-9999.0,-9999.0,-9999.0
1994,08,10,-9999.0,   31.6,-9999.0,-9999.0,-9999.0
1994,08,11,   44.8,   33.3,-9999.0,-9999.0,-9999.0
1994,08,12,   45.1,-9999.0,-9999.0,-9999.0,-9999.0
